Unnamed: 0.1,Unnamed: 0,job_title,company,description,country,local_language_x,soft_skills,linkedin_id,contract,mode,city,sector,job_posting_title,linkedin_skills,linkedin_softskills_x,local_language_y,linkedin_softskills_y,communication,creativity,empathy,leadership,collaboration,flexibility,teamwork,adaptability,category
426,426,Data Analyst,Acolad group,"Acoladest one of the world leaders in the sector of linguistic engineering solutions, services and technologies and content management.

Bringing together the AcOlad, Textmaster and Ubiqus brands, the group displays a presence in 25 countries and relies on a solid network: more than 2,500 internal experts, and a panel of more than 20,000 freelance linguists.

With the acquisition of several companies, the Acolad group aims to structure its data environment.In this context, the recently constituted data team is responsible for collecting the data of different sources, structuring and harmonizing it in order to make it best.

Attached to the Head of Data, you will be at the origin of the transformation and harmonization of data in our datawarehouse as well as the development of views and reports allowing the different trades and the top management to best pilot the activity.

More precisely :

Collect the business need in terms of analysis
In collaboration with the Data Manager and Data Engineer, define the architecture of Datawarehouse
Consolidate and harmonize data in Datawarehouse (Snowflake / SQL)
Defining views that meet the business needs that will be used to export the raw data, or will be the source of visualization data reports (table)
Designer reports in Tableau in order to highlight the consolidated data in the datawarehouse
Ensure user membership by evangelizing the profession through workshops
Maintain the other sources of reporting of the group inherited from the various entities until their decommissioning
The +:

Join a team under construction with major ambitions
A beautiful issue and a major challenge: set up an environment and a data strategy
Complete post with attractive technical stack (Mulesoft / Snowflake / Table / Salesforce)
Dynamic sector and strong growing international group
Everything is to be built

Requirements

Must have:

You have a graduate engineering school, trade or equivalent
You have at least 3 years of experience as Data Analyst/Consultant/Developer Bi or similar
You have excellent skills and knowledge in SQL (Oracle, SQL-Server) and in data modeling
You have good skills and knowledge in Data Visualization (Table, Power Bi, Bag, Qlik, ...)
You have skills and knowledge in data architecture and understanding data sources
You are independent, organized, force of proposal and endowed with a synthetic spirit
You have a good relationship
You have an understanding of the business and an appetite for the figures
You with a very good level of English

Nice to have:

You have knowledge and skills on snowflake and table
You with a basic understanding of financial processes",France,1,['collaboration'],3614733596.0,Full-time,Hybrid,Boulogne-Billancourt,Translation & Localization,Data Analyst / Analytics Engineer,"Data Visualization, Data Analysis, Visualization, Commerce, SQL, Data Analytics, Data Warehousing, Statistics, Extract, Transform, Load (ETL), and Analytical Skills",,1.0,,0,0,0,0,1,0,0,0,Data Analysis and Data Science
427,427,Data Quality Analyst,Viatris,"7538 BGP Products Operations GmbH

At VIATRIS, we see healthcare not as it is but as it should be. We act courageously and are uniquely positioned to be a source of stability in a world of evolving healthcare needs.

Viatris empowers people worldwide to live healthier at every stage of life.

We do so via:

Access Ã¢Â?Providing high quality trusted medicines regardless of geography or circumstance;
Leadership Ã¢Â?Advancing sustainable operations and innovative solutions to improve patient health; and
Partnership Ã¢Â?Leveraging our collective expertise to connect people to products and services.

Our global portfolio includes best-in-class, iconic brand-name products as well as global key brands; generics, including branded and complex generics; and other offerings across a wide range of therapeutic areas. We are committed to helping create healthier communities worldwide through education, outreach and better access to treatment.

For those driven to live their lives with purpose, Viatris helps employees realise their full potential by creating a collaborative culture that fosters courage and resilience. Viatris is more than just a place to work. This is a place to make a difference in the world.

The Role & What You Will Be Doing

The Data Quality Analyst will be part of a new and developing Data Quality Management team within Viatris responsible for driving data quality best practices and supporting data quality improvement initiatives. The Data Quality Analyst will work closely with internal business partners, IT and business analysts to define and execute data assessment plans, perform root cause analyses and manage data quality reporting.

Every day, we rise to the challenge to make a difference and hereÃ¢ÂÂs how the Data Quality Analystrole will make an impact:

Work with both business and technical SMEs to document business rules and codify them into data quality rules.
Support ongoing monitoring, analysis and reporting of data quality metrics.
Prepare and consolidate data for established, periodic review and maintain data quality dashboards.
Recommend establishment of new or modified reporting methods and procedures to improve data collection and reporting.
Assisting in root cause analysis, investigating any data errors or anomalies and assisting in the implementation of solutions to correct data problems.
Coordinate various data cleansing and enrichment activities.
Develop data quality reporting tools and reports.
Support and supervise data acquisition and reporting processes for assigned projects.
Drive the continuous improvement of the Data Quality Management program by refining processes and methods, tools and systems.
Communicate Data Quality non-compliance to Stewards and Business users to resolve issues.

About Your Skills & Experience

For this role, weÃ¢ÂÂre looking for a candidate who has an effective combination of the following qualifications, skills and experiences:

Passionate about the value of quality data.
Minimum 3-5 years relevant data analytics or data quality management experience.
Strong understanding of data quality management principles. Familiarity with TIQM a plus.
Must possess strong analytical, communication (written and verbal), and organizational skills.
Hands on experience and current skills developing and performing data quality analysis with a variety of software tools and SQL.
Proficient with SQL. Familiar with Microsoft SQL Server a plus, but not required.
Proficient with MS Office applications (Excel, PowerPoint, etc.).
BachelorÃ¢ÂÂs degree in relevant discipline.
Experience with data quality analysis tools a plus.
Ability to present technical and non-technical information in appropriate terms to suit the audience and purpose.
Ability to communicate effectively at all levels.
Demonstrated ability to deal with ambiguity.

At Viatris, we are dedicated to building a truly diverse, inclusive and authentic workplace, so if youÃ¢ÂÂre excited about this role but your past experience doesnÃ¢ÂÂt fully align with every requirement, we still encourage you to apply. You may just be the right candidate for this or other roles.

Benefits At Viatris

At Viatris, we offer competitive salaries, benefits and an inclusive environment where you can use your experiences, perspectives and skills to help make an impact on the lives of others. Some of our benefits include the following on top of a competitive salary:

Excellent career progression opportunities
Work-life balance initiatives
Bonus scheme
Health insurance
Pension

Diversity & Inclusion at Viatris

At Viatris, diversity and inclusion are essential to our mission. The diversity we foster in all aspects of our business can be one of our greatest strengths in redefining healthcare not as it is, but as it should be. If you would like to know more about what diversity, equity and inclusion means to us, please visit https://www.viatris.com/en/Careers/Diversity-and-Inclusion

Sustainability at Viatris

Corporate social responsibility is fundamental to the Viatris mission. We work to advance responsible and sustainable operations and leverage our collective expertise to empower people to live healthier at every stage of life, recognizing that our actions affect the stakeholders and communities we serve. To learn more about our efforts, please visit https://www.viatris.com/en/about-us/corporate-responsibility

At Viatris, we offer competitive salaries, benefits and an inclusive environment where you can use your experiences, perspectives and skills to help make an impact on the lives of others.

Viatris is an Equal Opportunity Employer.",Poland,0,"['communication', 'leadership']",3621759314.0,Full-time,On-site,Warsaw,Pharmaceuticals,Data Quality Analyst,"Possess strong analytical, Data Quality, Data Analytics, Communication, Business Rules, Data Assessment, Data Cleaning, Quality Analysis, Analytical Skills, and Quality Reporting","Communication, Analytical Skills",0.0,"Communication, Analytical Skills",1,0,0,1,0,0,0,0,Data Analysis and Data Science
428,428,Digital Analyst,Talentus,"Function

Within the marketing department, in permanent alignment with the Business, IT and Data teams, you will be responsible for

Manage the collection of behavioral data on the entire digital ecosystem (e-commerce, corporate and commercial sites, digital products) and the monitoring of campaigns (tracking and allocation) in accordance with the confidentiality policy (tracking and allocation).
Analyze navigation and conversion behavior of customers and prospects in order to improve the customer course and the performance of the company.
Support teams in the definition of their needs, respond to them with analyzes based on digital data and the implementation of appropriate reports and dashboards.
Define best practices for monitoring and allocating campaigns and supporting their implementation.
Work with IT and data teams on the ingestion of behavioral data in the central data system.
Support the company in the selection and deployment of advanced analysis and visualization solutions.Profile

Your assets for the function

At least 2 years of experience in digital analysis (advertiser and/or agency).
Ability to communicate (in writing and orally) in French and English.
Skills in project management and ability to prioritize priorities and manage deadlines effectively.
Excellent knowledge of a TMS tool (GTM, Tagcommaster, etc.).
Excellent knowledge of at least a web analysis tool (piano analytics, google analytics, etc.).
Excellent knowledge of a BI self tool (Powerbi, Looker Data Studio, etc.).
Knowledge of a CMP tool (Didomi, TrustCommander, etc.).
Knowledge of JavaScript and SQL.Our client

Our client, a family company active in the publishing sector, looking for a Data Analystpour to join their team!

Offer

You are looking for a professional activity that offers you:

The opportunity to join a human -sized business, oriented towards the development of its employees.
A varied and enriching position in a great team.
A long -term contract, allowing you a certain comfort of life.
A pleasant working environment.
A 4/5 flexible schedule of 32 hours/weeks.
An attractive wage package with extralegal advantages.

Are you the person we need?

We don't doubt it!

We are no longer waiting for you to do

The difference.

About Us

Talentus is the partner of your career!

We ensure the perfect match between your professional aspirations and the ambitions of our customers.

Our mission is to build your professional future together.",Belgium,1,[],3593354449.0,Full-time,On-site,Ottignies-Louvain-la-Neuve,Staffing & Recruiting,Marketing Digital Analyst,"Analytical Skills, Marketing Analytics, Data Analysis, Web Analytics, JavaScript, SQL, Digital Strategy, Search Engine Optimization (SEO), Adobe Analytics, and Cascading Style Sheets (CSS)",Analytical Skills,1.0,Analytical Skills,0,0,0,0,0,0,0,0,Data Analysis and Data Science
429,429,Analyst,Argus Media,"Description

Market editor / analyst

Hamburg, Germany

Do you want to understand which factors design energy prices?Do you want to understand which new markets are created by the energy transition and how they work?Do you want to know how German refineries are taken care of against Russia after the start of sanctions?Then come to our team and become an expert for the energy market.

With us you discover economic relationships, work on profound research and regularly exchange yourself with market contacts from the industry.You recognize trends based on data and use them as leads for research.You create price nodes and write messages and analyzes.

The information you have raised is an integral part of the shops of well -known energy companies and banks;Your news and analyzes crucial for how to position yourself in the market.

We can offer you that:

Competitive annual salary between Ã¢Â?42,000 and Ã¢Â?57,000 gross depending on the qualification and experience, plus bonus program
Development and promotion opportunities in the areas of editorial office, advice, sales, marketing
Comprehensive training program for New Starers
Unlimited full-time setting
Home Office option
Central and modern office in Hamburg near town hall

You bring that with:

Very good knowledge of German and English in words and writing as well as good mathematical skills
Desire to familiarize yourself into complex relationships
Joy in contact with people
Academic degree (humanities, economics) desirable

You can look forward to this:

You work in an innovative, family -friendly and future -oriented work environment.You can expect a varied job in a motivated and likeable team, flat hierarchies with short communication channels and a variety of ways to bring in your own ideas.We plan to grow economically and in terms of personnel in Germany, so that your responsibility can also grow with the development of the company.

About Argus:

Argus is an independent price report agency (PRA) with more than 1,100 employees and branches in the most important raw material trade and production centers in the world.Companies in 140 countries use ARGUS data and index as the basis for physical trade and derivative transactions as well as for analysis and planning.

Application:

Apply via www.argusmedia.com/en/careers/open- positions",Germany,1,['communication'],3582488350.0,Full-time,Hybrid,Hamburg,Information Services,Markt-Redakteur / Analyst,"German, Editing, Economics, Energy Markets, Editorial, Writing, Proofreading, Refinery Operations, Copy Editing, and Analytical Skills",,1.0,,1,0,0,0,0,0,0,0,Teaching and Research
430,430,Data Analyst,Samsung Electronics France,"Position Summary

Asap 2023

Votre opportunitÃÂ©

Nous recherchons un(e) data analyst pour rejoindre notre ÃÂ©quipe MÃÂ©dical (HME). Notre division mÃÂ©dicale est leader dans le marchÃÂ© de lÃ¢ÂÂimagerie mÃÂ©dical avec une large gamme de produits. LÃ¢ÂÂenjeux du poste est de comprendre et contribuer ÃÂ  amÃÂ©liorer avec les diffÃÂ©rents ÃÂ« stakeholder ÃÂ» nos processus internes, avec un focus particulier sur le back office. Vous serez le point-de-contact dans la gestion des donnÃÂ©es collectÃÂ©es des diffÃÂ©rentes plateformes existantes ainsi quÃ¢ÂÂun atout majeur dans leur mise en forme et analyse, afin de faciliter et accompagner le pilotage de la division.

Samsung, une entreprise de classe internationale

Vous connaissez trÃÂ¨s certainement nos TV, nos Smartphones voire mÃÂªme notre ÃÂ©lectromÃÂ©nager, mais saviez-vous que Samsung est devenue lÃ¢ÂÂune des 10 plus grandes et profitables entreprises au monde avec des activitÃÂ©s allant de la technologie de pointe, des semi-conducteurs, ÃÂ  la construction dÃ¢ÂÂusines et de gratte-ciel (Burj Khalifa ; Petronas Twin Towers), en passant par la pÃÂ©trochimie, la mode, la mÃÂ©decine, la finance, l'hÃÂ´tellerie et bien plus encore. Nos dÃÂ©couvertes, nos inventions et nos produits rÃÂ©volutionnaires nous ont permis d'asseoir notre position de leader dans tous ces domaines.

Role And Responsibilities

Vos missions

Sous la direction du Head Of DÃÂ©partement Medical et du responsable Business Analyst vous aurez pour mission :

Gestion de bases de donnÃÂ©es back office et front office
ComprÃÂ©hension et optimisation des processus internes
Extraction de donnÃÂ©es - notamment via SAP mais pas seulement Ã¢Â?et leur analyse
Conception et implÃÂ©mentation des dashboard business
Gestion et analyse des tendances KPI
Support et suivi du processus de facturations

Les missions ne sont pas fixÃÂ©es et sont susceptibles dÃ¢ÂÂÃÂ©voluer selon la prise en main et lÃ¢ÂÂinvestissement.

Skills And Qualifications

Pourquoi rejoindre Samsung ?

Nos 500.000 collaborateurs partagent une vÃÂ©ritable culture du leadership, du challenge et de la rÃÂ©ussite. Nos ÃÂ©quipes sont aussi diversifiÃÂ©es et dynamiques que les produits que nous fabriquons et les marchÃÂ©s oÃÂ¹ nous sommes implantÃÂ©s.

GrÃÂ¢ce ÃÂ  notre prÃÂ©sence mondiale, nos tÃÂ©lÃÂ©phones, nos ÃÂ©quipements multimÃÂ©dias et de loisirs amÃÂ©liorent la vie de nos clients sur toute la planÃÂ¨te.

En rejoignant Samsung Electronics et notre capacitÃÂ© ÃÂ  anticiper les tendances, et mÃÂªme ÃÂ  en crÃÂ©er nous-mÃÂªmes, vous serez en prise directe avec le futur, ÃÂ  la pointe de la technologie la plus avancÃÂ©e.

Profil recherchÃÂ©

De formation supÃÂ©rieur Bac + 3 (ou CÃÂ©sure) - Anglais courant
Travail en ÃÂ©quipe, excellente ÃÂ©coute, organisation, autonomie
Profil curieux, analytique et aimant lÃ¢ÂÂinformatique/Big data
Une 1ÃÂ¨re expÃÂ©rience sur Power BI, Tableau Software ou SAP serait un plus
Excellente maÃÂ®trise des outils informatiques, pack office (Excel, Powerpoint, etc)

Bonnes connaissances des principes des BD et de leur gestion

Please visit Samsung membership to see Privacy Policy, which defaults according to your location, at: https://account.samsung.com/membership/policy/privacy. You can change Country/Language at the bottom of the page. If you are European Economic Resident, please click here: http://ghrp.europe-samsung.com/PrivacyNoticeforEU.html.",France,1,['leadership'],3632893455.0,Full-time,Hybrid,Saint-Ouen,Information Technology & Services,"Data Analyst, Saint-Ouen, 93 (H/F) Ã¢Â?Alternance","Big Data, Business Analysis, Key Performance Indicators, Microsoft Power BI, Analytique, Analytics, Data Visualization, Data Analytics, Dashboards, and Data Mining",Business Analysis,1.0,Business Analysis,0,0,0,1,0,0,0,0,Data Analysis and Data Science
431,431,Quality Control Analyst,Legend Biotech,"Company Information

Legend Biotech is a global biotechnology company dedicated to treating, and one day curing, life-threatening diseases. Headquartered in Somerset, New Jersey, we are developing advanced cell therapies across a diverse array of technology platforms, including autologous and allogenic chimeric antigen receptor T-cell, T-cell receptor (TCR-T), and natural killer (NK) cell-based immunotherapy. From our three R&D sites around the world, we apply these innovative technologies to pursue the discovery of safe, efficacious and cutting-edge therapeutics for patients worldwide.

Legend Biotech entered into a global collaboration agreement with Janssen Biotech, Inc. to develop, manufacture and commercialize ciltacabtagene autoleucel (cilta-cel). Through our strategic partnership, we look to advance the promise of an immunotherapy in the treatment of multiple myeloma.

Role Overview

The QC Analyst, CAR-T Manufacturing is an exempt level position with responsibilities for performing

QC testing related to the manufacturing of cell therapy products for clinical trials and commercial

operations in a controlled GMP environment.

Major Responsibilities:

Responsible for the completion of QC testing related to the manufacturing of autologous CART products for clinical trials and commercial operation in a controlled cGMP cleanroom environment.
Ensure testing is completed in compliance with all applicable procedures, standards and GMP regulations.
Work with Process Development team, Quality and Operations organization to successfully transfer process/analytical testing to cGMP facility to manufacture products.
Conduct analytical testing of raw material/utility, in-process, or final product samples submitted to the QC laboratories.
Perform peer review/approval of laboratory data.
Utilize electronic systems (LIMS) for execution and documentation of testing.
Create, review and approve relevant QC documents, SOPÃ¢ÂÂs and WIÃ¢ÂÂs.
Perform tasks in a manner consistent with the safety policies, quality systems and cGMP requirements.
Other duties will be assigned, as necessary

Qualification

Education:

A minimum of a BachelorÃ¢ÂÂs Degree in Science, Engineering or equivalent technical

discipline is required or relevant years of experience within the pharmaceutical

industry.

Experience:

A minimum of 1-2 years relevant work experience is required. It is preferable that

the candidate have experience working in an aseptic manufacturing facility,

preferably in quality assurance, manufacturing compliance, clinical quality, or cell

therapy.

Capabilities, Knowledge, and skills:

Experience in a Quality Control setting is preferred.
Experience with aseptic processing in ISO 5 clean room and biosafety cabinets is required.
Knowledge of cGMP regulations and FDA/EU guidance related to manufacturing of cell-based products is required.
Knowledge of Good Tissue Practices is required.
Detailed knowledge of CAR-T QC test methods and related equipment is preferred
Excellent written and oral communication skill are required
Candidates must be able to accommodate shift schedule. Shifts include routine weekend and evening work as required by the manufacturing process.
Candidates must be able to accommodate unplanned overtime (including nights and weekends) on little to no prior notice.
The candidate must be highly organized and capable of working in a team environment with a positive attitude under some supervision.
Comfortable with speaking and interacting with inspectors.
This position may require occasional travel to partner sites in NJ or PA as business demands.
This position may require up to 10% domestic or international travel as business demands.

Language(s):

English

Legend Biotech is a proud equal opportunity/affirmative action employer committed to attracting, retaining, and maximizing the performance of a diverse and inclusive workforce. It is LegendÃ¢ÂÂs policy to ensure equal employment opportunity without discrimination or harassment based on race, color, religion, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity or expression, age, disability, national origin, marital or domestic/civil partnership status, genetic information, citizenship status, uniformed service member or veteran status, or any other characteristic protected by law.

Legend Biotech maintains a drug-free workplace.",Belgium,0,"['communication', 'collaboration']",3364280392.0,Full-time,On-site,Ghent,Biotechnology,QC Analyst,"Manufacturing Processes, Aseptic Processing, Quality Control, Clean Rooms, Laboratory Information Management System (LIMS), Commercial Operation, Communication, Oral Communication, Cell Therapy, and Good Manufacturing Practice (GMP)",Communication,0.0,Communication,1,0,0,0,1,0,0,0,Data Management and Governance
432,432,Data Analyst,Groupe Cogedis - ComptabilitÃÂ© et conseil aux entreprises,"The Cogelis group, a management and advice specialist, has been committed for more than 40 years to entrepreneurs to perpetuate their business and improve their profitability.

Our 900 employees, spread over 85 different trades, are involved on a daily basis to offer a complete solution to entrepreneurs.

Mutual company, we exercise our activity for the sole benefit of our members, by ensuring a quality service with our customers while ensuring the success and the development of our employees.

The Data Analyst participates in the exploitation of data and offers trades and customers new advice and services opportunities.

He/it contributes to the development of the actions to enhance the group's databases both in terms of future marketing as in the creation of additional services to customer profits.Thanks to his expertise, he/she promotes the exploitation of data.

Contribute to the quality of data and its organization (databases, statistics ...) and promote its predictive use

Use data from our customers in order to offer new advice and services opportunities

Participate as data specialist in various innovation projects in consulting and services,

Develop and contribute to our project approach

Coming from a higher education in one or more domains related to data (statistics, mathematics, economics, linformatics ...), you have significant professional experience as analyst data, preferably in the field of accountingor finance.

You have solid skills in programming and data handling, with a practical experience of SQL, Python, R or other data analysis tools.

You have in -depth knowledge of statistical analysis techniques and data exploration methods.

You show excellent communication skills to present the results of the analysis in a clear and understandable manner.

You have the ability to work independently and effectively manage deadlines.16292211-55584",France,1,['communication'],3630222075.0,Full-time,Remote,Saint-Thonan,Accounting,Data Analyst H/F,"Communication, SQL, Data Analytics, Data Visualization, Finance, Data Analysis, Problem Solving, Databases, Statistics, and Python (Programming Language)","Communication, Problem Solving",1.0,"Communication, Problem Solving",1,0,0,0,0,0,0,0,Data Analysis and Data Science
433,433,Financial Analyst,Darwin Hawkins,"Job Title: Financial Analyst
Sector: Tech - Data Networks
Location: Dublin City (hybrid)
Salary: Base negotiable plus bonus & benefits

Our Client
Our client is rapid-growing company who develop Data Network's worldwide.

Why should you apply?
This is an excellent opportunity for a high performing and ambitious part-qualified accountant looking to progress in their career in a challenging and dynamic role within a fast-growing organisation. As a Financial Analyst you will assess the commercial viability of investment opportunities and partner with the business on all commercial projects.

Who should apply?
Part-Qualified Accountants with 2 +years experience from the following backgrounds will be considered:

Candidates currently working as a trainee accountant / grad accountant in large companies
Practice-trained part-qualified accountant looking to move into industry
Excellent excel skills essential
Excellent interpersonal and communication skills

Role and Reporting Lines
This role reports to the Head of FP&A and will involve:

Assisting with strategic decision making
Supporting the implementation of netsuite
Data analysis and identifying trends
Business partnering
Decision making support to senior and executive management
Understanding how to manage key relationships with key internal and external stakeholders
Commercial forecasting
Profitability analysis
Assisting with the budget and analysing variances on consolidated financial information
Involvement in acquisition activity - Competitor, industry and economic analysis

Interested in this position?
To apply, please submit your CV to Aonghus Cody who is managing this assignment via the link below or to inquire further please contact us directly on 01 529 4200.",Ireland,0,['communication'],3633804633.0,Full-time,Hybrid,Dublin,Staffing & Recruiting,Financial Analyst - Tech,"Financial Analysis, Microsoft Excel, Interpersonal Communication, Variance Analysis, Communication, Analytical Skills, Accounting, Finance, Identifying Trends, and Profitability Analysis","Financial Analysis, Communication, Analytical Skills",0.0,"Financial Analysis, Communication, Analytical Skills",1,0,0,0,0,0,0,0,Data Analysis and Data Science
434,434,Data Specialist,Smarttech247,"Smarttech247 is seeking a highly motivated and customer-oriented Data Governance Specialist to join our team. As a Data Governance Specialist, you will play a crucial role in providing data governance solutions and support to our clients. You will work closely with clients to understand their data governance needs and provide guidance and recommendations to enhance their data management practices. Your strong communication skills and technical expertise will be instrumental in building trusted relationships with our customers.

Responsibilities:

Collaborate with clients to understand their data governance requirements and challenges, across areas such as DLP, DLM, Data Classification etc.
Deploy and enforce data governance policies and procedures tailored to each client's specific needs, ensuring data quality, usability, consistency, availability, security, and integrity.
Assess and evaluate client concerns related to data governance, providing problem definitions, opportunity and solution recommendations, and root cause analysis.
Support client compliance with relevant data protection regulations and industry standards.
Stay updated on the latest developments in data governance, data management, and data protection regulations to provide valuable insights and recommendations to clients.
Requirements:
Bachelor's degree in a field related to computers, such as Information Technology or Computer Science.
1-3 years of experience in data governance, data management, or a related field. Experience in implementing data governance programmes or initiatives is highly desirable.
Strong understanding of data governance principles, including data quality, data lifecycle management, and regulatory compliance.
Excellent communication and interpersonal skills with the ability to effectively engage and collaborate with clients of varying technical backgrounds.
Ability to translate complex technical concepts into clear and actionable recommendations for clients.
Knowledge of data protection regulations, such as GDPR, and their implications for data governance practices.
Familiarity with data management tools, data cataloguing, and metadata management systems is a plus.
Attention to detail and strong analytical skills for problem-solving and root cause analysis.
Ability to work independently and manage multiple client engagements simultaneously",Ireland,0,['communication'],3637233251.0,Full-time,Hybrid,Cork,Information Technology & Services,Data Governance Specialist,"Data Governance, Root Cause, Data Quality, Root Cause Analysis, Communication, Computer Science, Attention to Detail, Problem Solving, Data Management, and Interpersonal Skills","Communication, Attention to Detail, Problem Solving",0.0,"Communication, Attention to Detail, Problem Solving",1,0,0,0,0,0,0,0,Data Analysis and Data Science
435,435,Data Analyst,MEDIAPOST,"General information Description of the business post

Statistics, SIGs - Statistics and data processing

POST

Data Analyst H/F

CONTRACT

Permanent

Description of the mission

A subsidiary of La Poste and major player in local communication and local communication expert, we provide advice to our customers at each stage of their communication strategy: notoriety, customer growth, personalized customer relations, etc.

Mediapost is a committed, committing and inclusive company with 99/100 to the professional equality index, a job rate of people with disabilities> 6%, an exemplary level certification on our CSR policy,On our Data expertise, on respect for stop pub and Ecovadis silver medal.

www.mediapost.fr

Are you a confirmed analyst data, broken to algorithms?

Do you want to combine data and decision -making marketing?

Join us on the Data Analyst Manager!You will be at the crossroads of trade, marketing and finance!

Attached to the Deputy Director General Marketing and Customer Experience, you are actively participating in the marketing strategy, in the transformation of economic models and direct the pricing strategies.

You develop and carry out studies that shed light on marketing decisions: customer uses study, business plan analysis, analysis of the performance of offers
You build pricing strategy of products and services taking into account the costing transmitted by the financial management and the specifics of the offers: periodicity, nature, content, customer value, etc.
You work to enrich and ensure the quality of our Ã¢ÂÂdataÃ¢Â?offer: you participate in the sourcing of new partners, pilot the partner relationship and you ensure the quality of the data offered to our customers (Technical, Compliance and Data Management)
You enrich our assets Geomarketing: Sourcing of new data, modeling, enrichment
You analyze potentially bulky raw data thanks to suitable programming languages Ã¢ÂÂÃ¢ÂÂto extract models and meet a strategic marketing objective.

You manage a team of 3 employees (statistical profiles).

Profile

Your training?

Bac +5 training with a dominant data or statistics

Your personality?

Rigor, taking initiatives and curiosity define you and you know how to have a global/strategic vision of a given situation.

You are a pedagogue and you know how to popularize your words with different profiles.

You have a good interpersonal skills and the desire to work in a team!

Your experience?

You are broken with the handling and treatment of BDDs with several million admissions.You master statistical models, business models and have ideally practiced this in a marketing universe.

Location of the position location of the post

Europe, France, Ile-de-France, Hauts-de-Seine (92)

Place

Montrouge",France,1,['communication'],3602384407.0,Full-time,On-site,Montrouge,Marketing & Advertising,Data analyst H/F,"Data Analysis, Commerce, Data Visualization, Data Analytics, Business Planning, Databases, Statistics, Problem Solving, Analytical Skills, and Data Modeling","Problem Solving, Analytical Skills",1.0,"Problem Solving, Analytical Skills",1,0,0,0,0,0,0,0,Data Analysis and Data Science
